"","species","decimallongitude","decimallatitude"
"1171","Sphyrna lewini",146.8003,-19.1475
"1172","Sphyrna lewini",146.7754,-19.1624
"1173","Sphyrna lewini",155.75,-24.25
"1174","Sphyrna lewini",148.25,-16.25
"1175","Sphyrna lewini",146.145,-17.9717
"1176","Sphyrna lewini",153.75,-25.25
"1177","Sphyrna lewini",-70.6846,39.9635
"1178","Sphyrna lewini",146.1475,-17.9753
"1179","Sphyrna lewini",114.25,-20.25
"1180","Sphyrna lewini",146.8101,-19.2116
"1181","Sphyrna lewini",-81.2529983521,29.8379993439
"1182","Sphyrna lewini",112.25,-33.25
"1183","Sphyrna lewini",148.69467,-20.55534
"1184","Sphyrna lewini",146.1502,-17.9786
"1185","Sphyrna lewini",-72.3018,39.543
"1186","Sphyrna lewini",146.7778,-19.1727
"1187","Sphyrna lewini",-71.8736,40.3345
"1188","Sphyrna lewini",146.1605,-18.0259
"1189","Sphyrna lewini",112.25,-26.75
"1190","Sphyrna lewini",146.1416,-17.9706
"1191","Sphyrna lewini",-90.0356,-0.805416
"1192","Sphyrna lewini",146.1145,-17.9816
"1193","Sphyrna lewini",113.75,-29.25
"1194","Sphyrna lewini",146.1543,-17.8536
"1195","Sphyrna lewini",-89.5189,-0.77835
"1196","Sphyrna lewini",146.1141,-17.9673
"1197","Sphyrna lewini",145.73366,-8.02399
"1198","Sphyrna lewini",-71.8593,39.9727
"1199","Sphyrna lewini",146.775,-19.1782
"1200","Sphyrna lewini",146.1684,-17.8837
"1201","Sphyrna lewini",-75.157,35.2241
"1202","Sphyrna lewini",120.55,24.47
"1203","Sphyrna lewini",-71.8176,40.1739
"1204","Sphyrna lewini",155.25,-22.75
"1205","Sphyrna lewini",-71.9158,40.4574
"1206","Sphyrna lewini",115.45932,-31.39215
"1207","Sphyrna lewini",146.7668,-19.1654
"1208","Sphyrna lewini",-79.9249992371,27.5833339691
"1209","Sphyrna lewini",126.9189,-11.3929
"1210","Sphyrna lewini",114.25,-35.25
"1211","Sphyrna lewini",-71.3138,40.3356
"1212","Sphyrna lewini",146.0834,-17.9539
"1213","Sphyrna lewini",112.75,-31.75
"1214","Sphyrna lewini",-79.7870025635,32.7080001831
"1215","Sphyrna lewini",-72.0523,40.1594
"1216","Sphyrna lewini",155.75,-23.75
"1217","Sphyrna lewini",112.25,-22.75
"1218","Sphyrna lewini",-71.599,39.9054
"1219","Sphyrna lewini",-73.6257,40.2182
"1220","Sphyrna lewini",146.119,-17.9264
"1221","Sphyrna lewini",145.73472,-8.01472
"1222","Sphyrna lewini",-71.6445,40.0333
"1223","Sphyrna lewini",-72.0437,40.1505
"1224","Sphyrna lewini",146.0752,-18.0083
"1225","Sphyrna lewini",146.1217,-17.9039
"1226","Sphyrna lewini",-81.3769989014,30.8449993134
"1227","Sphyrna lewini",-159.9860228,-0.36425354
"1228","Sphyrna lewini",-82.87371,24.60276
"1229","Sphyrna lewini",113.625,-22.225
"1230","Sphyrna lewini",-92.0118637084961,1.64741003513336
"1231","Sphyrna lewini",149.39783,-1.56405
"1232","Sphyrna lewini",146.1753,-17.8925
"1233","Sphyrna lewini",141.3,-12.6
"1234","Sphyrna lewini",146.99127,-19.23929
"1235","Sphyrna lewini",-80.8020019531,28.9099998474
"1236","Sphyrna lewini",-79.5199966431,32.891998291
"1237","Sphyrna lewini",-72.105,39.3146
"1238","Sphyrna lewini",146.0913,-17.9565
"1239","Sphyrna lewini",146.8305,-19.1984
"1240","Sphyrna lewini",116.25,-35.25
"1241","Sphyrna lewini",146.1062,-17.9733
"1242","Sphyrna lewini",151.42816,-3.75219
"1243","Sphyrna lewini",146.1282,-18.0026
"1244","Sphyrna lewini",146.87491,-3.26555
"1245","Sphyrna lewini",146.1167,-18.0047
"1246","Sphyrna lewini",-91.9965515136719,1.67189002037048
"1247","Sphyrna lewini",157.75,-26.25
"1248","Sphyrna lewini",178.5374833,-18.16205
"1249","Sphyrna lewini",146.66811,-1.77731
"1250","Sphyrna lewini",145.75,-13.25
"1251","Sphyrna lewini",127.0786,-11.8651
"1252","Sphyrna lewini",159.75,-27.75
"1253","Sphyrna lewini",146.1181,-17.9882
"1254","Sphyrna lewini",146.2933,-1.92655
"1255","Sphyrna lewini",146.08755,-8.22838
"1256","Sphyrna lewini",115.75,-35.25
"1257","Sphyrna lewini",145.72499,-8.04866
"1258","Sphyrna lewini",156.75,-26.75
"1259","Sphyrna lewini",-71.9977,40.027
"1260","Sphyrna lewini",-79.9083328247,26.4916667938
"1261","Sphyrna lewini",146.1771,-17.8807
"1262","Sphyrna lewini",156.75,-32.25
"1263","Sphyrna lewini",-75.89883333,36.92016667
"1264","Sphyrna lewini",146.1474,-17.9826
"1265","Sphyrna lewini",112.25,-26.25
"1266","Sphyrna lewini",144.25,-13.25
"1267","Sphyrna lewini",-78.0833358765,32.5666656494
"1268","Sphyrna lewini",146.1277,-17.885
"1269","Sphyrna lewini",153.44483,-29.25433
"1270","Sphyrna lewini",146.75,-15.25
"1271","Sphyrna lewini",-75.54266669,35.85489998
"1272","Sphyrna lewini",113.75,-34.75
"1273","Sphyrna lewini",145.72517,-8.04633
"1274","Sphyrna lewini",127.75,-33.25
"1275","Sphyrna lewini",-89.0083351135,28.4416666031
"1276","Sphyrna lewini",-81.3799972534,30.281999588
"1277","Sphyrna lewini",110.75,-26.25
"1278","Sphyrna lewini",112.25,-34.25
"1279","Sphyrna lewini",-72.1084,39.9831
"1280","Sphyrna lewini",-79.7900009155,32.7080001831
"1281","Sphyrna lewini",143.8743,-1.3484
"1282","Sphyrna lewini",-71.9826,39.9815
"1283","Sphyrna lewini",146.186,-17.8878
"1284","Sphyrna lewini",145.78833,-8.07583
"1285","Sphyrna lewini",156.25,-23.25
"1286","Sphyrna lewini",-71.9745,40.6092
"1287","Sphyrna lewini",154.75,-25.75
"1288","Sphyrna lewini",146.1359,-17.9613
"1289","Sphyrna lewini",146.1016,-17.9908
"1290","Sphyrna lewini",146.851,-19.1919
"1291","Sphyrna lewini",-81.3830032349,30.2919998169
"1292","Sphyrna lewini",114.15,-21.875
"1293","Sphyrna lewini",-72.1794,40.1813
"1294","Sphyrna lewini",146.1362,-17.9705
"1295","Sphyrna lewini",146.1278,-18.0142
"1296","Sphyrna lewini",-72.9558,39.1535
"1297","Sphyrna lewini",146.109,-17.9429
"1298","Sphyrna lewini",146.1133,-17.9543
"1299","Sphyrna lewini",-71.7973,39.7817
"1300","Sphyrna lewini",146.1169,-17.9806
"1301","Sphyrna lewini",-78.2833328247,32.3416671753
"1302","Sphyrna lewini",-74.4083328247,35.9166660309
"1303","Sphyrna lewini",146.085,-17.946
"1304","Sphyrna lewini",146.1571,-17.9789
"1305","Sphyrna lewini",146.1308,-17.9178
"1306","Sphyrna lewini",153.75,-21.25
"1307","Sphyrna lewini",145.70306,-8.06083
"1308","Sphyrna lewini",146.1252,-17.8664
"1309","Sphyrna lewini",153.46783,-29.52183
"1310","Sphyrna lewini",-82.8043,28.054
"1311","Sphyrna lewini",147.00282,-19.22485
"1312","Sphyrna lewini",144.75,-11.75
"1313","Sphyrna lewini",-71.5726,39.8278
"1314","Sphyrna lewini",146.0848,-17.943
"1315","Sphyrna lewini",155.25,-26.75
"1316","Sphyrna lewini",140.9,-16.6
"1317","Sphyrna lewini",147.57265,-1.62252
"1318","Sphyrna lewini",120.25,-34.75
"1319","Sphyrna lewini",146.1075,-17.9914
"1320","Sphyrna lewini",-71.9379,39.841
"1321","Sphyrna lewini",160.75,-28.75
"1322","Sphyrna lewini",155.75,-26.25
"1323","Sphyrna lewini",-81.2610015869,31.1329994202
"1324","Sphyrna lewini",111.75,-23.25
"1325","Sphyrna lewini",154.75,-23.75
"1326","Sphyrna lewini",146.1186,-18.0213
"1327","Sphyrna lewini",146.7958,-19.1391
"1328","Sphyrna lewini",145.45,-14.652
"1329","Sphyrna lewini",138.25,-36.25
"1330","Sphyrna lewini",-78.7249984741,31.5083332062
"1331","Sphyrna lewini",-78.3713,33.736
"1332","Sphyrna lewini",146.109,-17.9488
"1333","Sphyrna lewini",-77.0999984741,32.9583339691
"1334","Sphyrna lewini",-71.8966,39.7403
"1335","Sphyrna lewini",-81.3860015869,30.3239994049
"1336","Sphyrna lewini",146.807,-19.2101
"1337","Sphyrna lewini",-73.1802,39.67
"1338","Sphyrna lewini",-71.988,39.993
"1339","Sphyrna lewini",146.1038,-17.9715
"1340","Sphyrna lewini",160.25,-28.75
"1341","Sphyrna lewini",146.0965,-17.9811
"1342","Sphyrna lewini",114.275,-21.925
"1343","Sphyrna lewini",146.1996,-17.9939
"1344","Sphyrna lewini",160.25,-26.75
"1345","Sphyrna lewini",146.1487,-17.9714
"1346","Sphyrna lewini",126.9501,-11.4454
"1347","Sphyrna lewini",146.7938,-19.1873
"1348","Sphyrna lewini",154.75,-26.25
"1349","Sphyrna lewini",112.25,-22.25
"1350","Sphyrna lewini",154.24854,-6.00769
"1351","Sphyrna lewini",146.089,-18.0121
"1352","Sphyrna lewini",146.1136,-17.9361
"1353","Sphyrna lewini",-81.3870010376,30.3220005035
"1354","Sphyrna lewini",-72.2461,39.3864
"1355","Sphyrna lewini",146.7,-19.1576
"1356","Sphyrna lewini",-77.9049987793,33.9710006714
"1357","Sphyrna lewini",155.75,-22.75
"1358","Sphyrna lewini",-72.2982,40.5457
"1359","Sphyrna lewini",-71.5881,39.8611
"1360","Sphyrna lewini",111.25,-23.25
"1361","Sphyrna lewini",146.1366,-17.9694
"1362","Sphyrna lewini",-77.6666641235,32.5833339691
"1363","Sphyrna lewini",-71.8021,40.1367
"1364","Sphyrna lewini",114.25,-33.25
"1365","Sphyrna lewini",146.816,-19.2133
"1366","Sphyrna lewini",156.25,-28.75
"1367","Sphyrna lewini",157.25,-29.75
"1368","Sphyrna lewini",145.89917,-8.111
"1369","Sphyrna lewini",-76.3947,34.3032
"1370","Sphyrna lewini",146.7964,-19.1882
"1371","Sphyrna lewini",111.75,-26.75
"1372","Sphyrna lewini",-71.7156,39.8954
"1373","Sphyrna lewini",-112.0373610873,19.0606324209
"1374","Sphyrna lewini",-155.9819151619,19.5036358376
"1375","Sphyrna lewini",-92.0564721231,1.685230319
"1376","Sphyrna lewini",178.8659973042,-17.5093378155
"1377","Sphyrna lewini",-157.6710485089,21.4028382246
"1378","Sphyrna lewini",-91.884295702,1.7909827285
"1379","Sphyrna lewini",-91.8674641382,1.7990848382
"1380","Sphyrna lewini",-91.9743602093,1.3268890107
"1381","Sphyrna lewini",179.0347795919,-17.122628724
"1382","Sphyrna lewini",-91.9210545113,1.3559954083
"1383","Sphyrna lewini",37.8057840793,23.6331169869
"1384","Sphyrna lewini",-118.138106001,33.4949685941
"1385","Sphyrna lewini",-94.3460249493,27.590025192
"1386","Sphyrna lewini",-69.0828648138,40.0730432507
"1387","Sphyrna lewini",-95.3208419003,28.877116681
"1388","Sphyrna lewini",-90.322468892,-0.4052378565
"1389","Sphyrna lewini",-91.862074079,1.2935873022
"1390","Sphyrna lewini",-91.9347603985,1.3615079833
"1391","Sphyrna lewini",118.0541377237,24.529179252
"1392","Sphyrna lewini",-110.8216725437,19.3083963509
"1393","Sphyrna lewini",-112.1976405797,25.2926277077
"1394","Sphyrna lewini",-87.0126562877,5.4967107462
"1395","Sphyrna lewini",-90.4911314957,-0.5285866939
"1396","Sphyrna lewini",-110.3768236601,24.7420006267
"1397","Sphyrna lewini",-109.8682323109,26.3499575951
"1398","Sphyrna lewini",-92.1969155681,0.6829601175
"1399","Sphyrna lewini",-46.4099250835,-24.1041378064
"1400","Sphyrna lewini",30.5246030404,-30.8132708557
"1401","Sphyrna lewini",-110.9795774493,19.3152999413
"1402","Sphyrna lewini",-156.5782879341,20.6477968187
"1403","Sphyrna lewini",-97.0349715918,28.0237977613
"1404","Sphyrna lewini",-75.3778566793,34.8677037703
"1405","Sphyrna lewini",-90.2011522272,-0.4916825303
"1406","Sphyrna lewini",-95.2838430484,28.8039276569
"1407","Sphyrna lewini",-94.9041529163,29.0883213805
"1408","Sphyrna lewini",-96.9997029415,27.5963632648
"1409","Sphyrna lewini",35.9128688245,24.9191277661
"1410","Sphyrna lewini",-90.2801776045,-0.7841440365
"1411","Sphyrna lewini",72.8878910185,18.8410400562
"1412","Sphyrna lewini",-97.3002800291,27.105101109
"1413","Sphyrna lewini",146.7796128796,-13.8648365517
"1414","Sphyrna lewini",-97.1161239486,27.8583127674
"1415","Sphyrna lewini",-97.3817837743,26.4503966706
"1416","Sphyrna lewini",-81.9709602493,26.4902440604
"1417","Sphyrna lewini",-80.1467825742,27.2361808374
"1418","Sphyrna lewini",-95.9863556925,19.1919738871
"1419","Sphyrna lewini",121.7213366652,24.1726081686
"1420","Sphyrna lewini",-90.5034982528,0.2160850457
"1421","Sphyrna lewini",118.6859336812,4.3164990938
"1422","Sphyrna lewini",-74.9407425555,34.6310433766
"1423","Sphyrna lewini",40.7854455111,-10.8441021272
"1424","Sphyrna lewini",115.6984940154,-32.3339677718
"1425","Sphyrna lewini",115.6039734155,-32.2253042913
"1426","Sphyrna lewini",145.7699891096,-16.8555854494
"1427","Sphyrna lewini",-156.7168651598,21.1314528563
"1428","Sphyrna lewini",-81.133716062,24.7507132183
"1429","Sphyrna lewini",-159.3925220599,21.8066546841
"1430","Sphyrna lewini",-84.3212371011,29.8937235358
"1431","Sphyrna lewini",9.0204640309,4.05510833
"1432","Sphyrna lewini",-112.7831267587,29.9183243577
"1433","Sphyrna lewini",-81.7043120347,4.0606664224
"1434","Sphyrna lewini",-81.614520149,4.0154044165
"1435","Sphyrna lewini",-80.1238986862,25.7371809791
"1436","Sphyrna lewini",-92.6227005472,28.7450560901
"1437","Sphyrna lewini",-89.5047372072,-0.6563651541
"1438","Sphyrna lewini",115.6982059872,-32.2383822571
"1439","Sphyrna lewini",-80.4236973233,28.3366192947
"1440","Sphyrna lewini",-80.4592015428,28.2808739469
"1441","Sphyrna lewini",-110.7436555917,19.2477247723
"1442","Sphyrna lewini",-97.0475534642,27.8599339912
"1443","Sphyrna lewini",-87.6330648707,30.2072819095
"1444","Sphyrna lewini",-97.1317158908,27.7798219426
"1445","Sphyrna lewini",-81.3420225114,30.3641575203
"1446","Sphyrna lewini",-91.887231785,1.2911200159
"1447","Sphyrna lewini",-91.9617236202,1.7096725487
"1448","Sphyrna lewini",70.3101510814,20.9082026227
"1449","Sphyrna lewini",-81.444449109,31.1327700049
"1450","Sphyrna lewini",70.3165314195,20.8369541705
"1451","Sphyrna lewini",-109.4887273867,23.163132399
"1452","Sphyrna lewini",-80.8133156497,4.8876449468
"1453","Sphyrna lewini",35.9216732676,24.9443156209
"1454","Sphyrna lewini",-96.6775158661,26.1799051824
"1455","Sphyrna lewini",-82.5866786136,27.2128246476
"1456","Sphyrna lewini",35.949167887,24.8643647884
"1457","Sphyrna lewini",9.9137744911,3.0815531072
"1458","Sphyrna lewini",9.0387524293,4.0272399505
"1459","Sphyrna lewini",-80.1383144219,25.622727716
"1460","Sphyrna lewini",179.5976039111,-16.9405071755
"1461","Sphyrna lewini",-112.8231445699,19.2036394436
"1462","Sphyrna lewini",8.8074182359,4.268335223
"1463","Sphyrna lewini",8.8603538899,4.3515679497
"1464","Sphyrna lewini",8.8092927789,4.3166591154
"1465","Sphyrna lewini",9.8493664164,3.0686739587
"1466","Sphyrna lewini",9.095441356,4.0050853035
"1467","Sphyrna lewini",-112.7226830898,29.937894325
"1468","Sphyrna lewini",8.8686563953,4.3661670142
"1469","Sphyrna lewini",115.616797296,-32.3733999517
"1470","Sphyrna lewini",118.1333392858,5.9051094932
"1471","Sphyrna lewini",-112.1892454255,18.8488301817
"1472","Sphyrna lewini",-112.0999315087,18.9261697861
"1473","Sphyrna lewini",-110.8323914649,19.2522142684
"1474","Sphyrna lewini",-91.9174566958,1.2766645736
"1475","Sphyrna lewini",34.94501523,26.245293052
"1476","Sphyrna lewini",-110.1977820597,24.6279534304
"1477","Sphyrna lewini",121.7759999402,28.233284883
"1478","Sphyrna lewini",-75.1549612154,35.6890851984
"1479","Sphyrna lewini",116.0217815813,5.8991694127
"1480","Sphyrna lewini",91.5229086588,21.3717274567
"1481","Sphyrna lewini",-91.7680343935,1.4767084104
"1482","Sphyrna lewini",-81.9396237454,26.4049812629
"1483","Sphyrna lewini",-91.9173016631,1.7583994692
"1484","Sphyrna lewini",35.0230282864,24.8988881436
"1485","Sphyrna lewini",-87.1563126536,12.287513195
"1486","Sphyrna lewini",-80.2794720096,7.9143804016
"1487","Sphyrna lewini",138.8030127935,34.5601017872
"1488","Sphyrna lewini",-91.8186037778,1.4140437609
"1489","Sphyrna lewini",-114.2499296876,31.4594370913
"1490","Sphyrna lewini",-90.3000661076,-0.4786631547
"1491","Sphyrna lewini",9.8006490685,3.1853596648
"1492","Sphyrna lewini",48.1912333199,-13.470388029
"1493","Sphyrna lewini",9.6494790303,4.0433506987
"1494","Sphyrna lewini",-112.6412887404,18.8721323148
"1495","Sphyrna lewini",-112.6092494758,18.9016688261
"1496","Sphyrna lewini",-90.6434039425,0.2923722549
"1497","Sphyrna lewini",-90.6762465176,0.30759611
"1498","Sphyrna lewini",-90.6622849221,0.22306402
"1499","Sphyrna lewini",-90.7037065413,0.22299364
"1500","Sphyrna lewini",-90.7088358098,0.2384865756
"1501","Sphyrna lewini",-112.7336573955,18.9492905654
"1502","Sphyrna lewini",-112.7717642545,18.8026536461
"1503","Sphyrna lewini",-112.6770419511,18.8735960808
"1504","Sphyrna lewini",-80.6073199866,32.0826970198
"1505","Sphyrna lewini",-90.0079002403,-0.508447146
"1506","Sphyrna lewini",9.8241278298,3.1463708221
"1507","Sphyrna lewini",9.2523090291,3.8011341955
"1508","Sphyrna lewini",-90.1323390688,-0.4480059259
"1509","Sphyrna lewini",-89.860014888,0.2239439599
"1510","Sphyrna lewini",9.2935195064,3.8154354079
"1511","Sphyrna lewini",9.3727767701,3.9194814508
"1512","Sphyrna lewini",-90.3794210837,-0.2312406906
"1513","Sphyrna lewini",-90.2995272498,-0.2222118974
"1514","Sphyrna lewini",-90.2186095239,-0.2083263144
"1515","Sphyrna lewini",-90.3121246896,-0.444574042
"1516","Sphyrna lewini",9.8265474011,2.9436559453
"1517","Sphyrna lewini",9.9227564529,3.1434592983
"1518","Sphyrna lewini",9.9075414537,3.1042694584
"1519","Sphyrna lewini",9.895896427,3.191735007
"1520","Sphyrna lewini",9.6102723769,3.9785335016
"1521","Sphyrna lewini",9.6197983281,4.0171389322
"1522","Sphyrna lewini",9.6691924492,4.0420852144
"1523","Sphyrna lewini",8.8370411557,4.2068428964
"1524","Sphyrna lewini",9.8043557151,3.0934840004
"1525","Sphyrna lewini",73.4046765064,16.0246347929
"1526","Sphyrna lewini",9.2087735891,3.8674212792
"1527","Sphyrna lewini",9.8572788245,3.0313409189
"1528","Sphyrna lewini",8.9269926706,4.2296803327
"1529","Sphyrna lewini",8.9536071296,4.2521344078
"1530","Sphyrna lewini",9.8421621549,3.107496195
"1531","Sphyrna lewini",130.1221369087,-4.7197680924
"1532","Sphyrna lewini",-87.0354,5.515401
"1533","Sphyrna lewini",-87.048592,5.561745
"1534","Sphyrna lewini",-87.101196,5.508006
"1535","Sphyrna lewini",-87.034126,5.54862
"1536","Sphyrna lewini",-87.090378,5.530215
"1537","Sphyrna lewini",-87.08638,5.54706
"1538","Sphyrna lewini",-91.989113,1.6737
"1539","Sphyrna lewini",-91.989273,1.6714
"1540","Sphyrna lewini",-92.009918,1.67894
"1541","Sphyrna lewini",-91.812073,1.38469
"1542","Sphyrna lewini",-91.810921,1.38232
"1543","Sphyrna lewini",-91.812813,1.37728
"1544","Sphyrna lewini",-87.100121,5.504002
"1545","Sphyrna lewini",-87.410149,4.993217
"1546","Sphyrna lewini",-87.64212,5.082067
