"","species","decimallongitude","decimallatitude"
"592","Sphyrna lewini",146.525,-18.1
"593","Sphyrna lewini",34.8612,25.3111
"594","Sphyrna lewini",110.75,-25.75
"595","Sphyrna lewini",-79.7583,32.5015
"596","Sphyrna lewini",-72.3886,40.0959
"597","Sphyrna lewini",-77.7596,33.3816
"598","Sphyrna lewini",146.7868,-19.2187
"599","Sphyrna lewini",154.53815,-11.41813
"600","Sphyrna lewini",110.75,-23.75
"601","Sphyrna lewini",-76.6601,34.5561
"602","Sphyrna lewini",146.1292,-18.0149
"603","Sphyrna lewini",115.75,-35.75
"604","Sphyrna lewini",110.75,-28.25
"605","Sphyrna lewini",-79.8069992065,32.6809997559
"606","Sphyrna lewini",-72.3884,40.1076
"607","Sphyrna lewini",146.0909,-18.017
"608","Sphyrna lewini",155.25,-23.75
"609","Sphyrna lewini",-79.2666664124,31.625
"610","Sphyrna lewini",-71.7394,40.6369
"611","Sphyrna lewini",157.75,-28.25
"612","Sphyrna lewini",129.25,-33.25
"613","Sphyrna lewini",154.25,-27.25
"614","Sphyrna lewini",146.375,-18
"615","Sphyrna lewini",146.1234,-17.9619
"616","Sphyrna lewini",154.75,-23.25
"617","Sphyrna lewini",-78.6166687012,32.4250011444
"618","Sphyrna lewini",160.75,-30.75
"619","Sphyrna lewini",146.1368,-17.9886
"620","Sphyrna lewini",154.25,-24.25
"621","Sphyrna lewini",146.1343,-17.9886
"622","Sphyrna lewini",146.1122,-17.936
"623","Sphyrna lewini",-80.6202,31.9686
"624","Sphyrna lewini",151.53431,-22.1855
"625","Sphyrna lewini",151.25,-34.75
"626","Sphyrna lewini",153.75,-24.25
"627","Sphyrna lewini",146.1261,-17.9346
"628","Sphyrna lewini",-78.6333312988,32.1416664124
"629","Sphyrna lewini",111.75,-24.25
"630","Sphyrna lewini",145.87667,-8.09583
"631","Sphyrna lewini",-72.1691,39.1755
"632","Sphyrna lewini",114.325,-22.1
"633","Sphyrna lewini",146.7831,-19.1679
"634","Sphyrna lewini",146.1053,-17.9676
"635","Sphyrna lewini",146.1443,-17.9946
"636","Sphyrna lewini",-72.7705,39.5253
"637","Sphyrna lewini",-73.1249,38.8961
"638","Sphyrna lewini",-80.2919998169,32.408000946
"639","Sphyrna lewini",148.69804,-20.55174
"640","Sphyrna lewini",-71.8985,39.7402
"641","Sphyrna lewini",146.1627,-17.8749
"642","Sphyrna lewini",146.0933,-17.9784
"643","Sphyrna lewini",146.1297,-17.9923
"644","Sphyrna lewini",150.75,-35.25
"645","Sphyrna lewini",155.75,-27.75
"646","Sphyrna lewini",-79.3830032349,32.9560012817
"647","Sphyrna lewini",146.14163,-18.23346
"648","Sphyrna lewini",-81.3860015869,30.3220005035
"649","Sphyrna lewini",-77.0360031128,34.6549987793
"650","Sphyrna lewini",146.0913,-17.9402
"651","Sphyrna lewini",-72.105,39.3144
"652","Sphyrna lewini",-80.8010025024,28.908000946
"653","Sphyrna lewini",112.75,-29.75
"654","Sphyrna lewini",112.75,-28.25
"655","Sphyrna lewini",-77.25,32.6166667938
"656","Sphyrna lewini",-79.2689971924,33.0579986572
"657","Sphyrna lewini",144.45,-8.13333
"658","Sphyrna lewini",-81.06199646,31.5909996033
"659","Sphyrna lewini",113.25,-28.25
"660","Sphyrna lewini",112.25,-23.75
"661","Sphyrna lewini",114.225,-22.1
"662","Sphyrna lewini",153.75,-28.75
"663","Sphyrna lewini",146.25,-14.75
"664","Sphyrna lewini",-77.8769989014,34.0379981995
"665","Sphyrna lewini",154.97614,-11.0583
"666","Sphyrna lewini",113.25,-30.75
"667","Sphyrna lewini",146.129,-17.9535
"668","Sphyrna lewini",146.1162,-17.9591
"669","Sphyrna lewini",146.19083,-8.31083
"670","Sphyrna lewini",-76.4233,34.3958
"671","Sphyrna lewini",-72.1202,40.0206
"672","Sphyrna lewini",146.375,-17.9
"673","Sphyrna lewini",146.1241,-17.9753
"674","Sphyrna lewini",-78.6500015259,31.3999996185
"675","Sphyrna lewini",145.98694,-1.70496
"676","Sphyrna lewini",146.1142,-17.9814
"677","Sphyrna lewini",113.875,-22
"678","Sphyrna lewini",144.61028,-8.02306
"679","Sphyrna lewini",-72.1339,40.0638
"680","Sphyrna lewini",-72.2572,40.065
"681","Sphyrna lewini",156.25,-26.25
"682","Sphyrna lewini",-73.4498,40.0562
"683","Sphyrna lewini",147.37291,-19.3377
"684","Sphyrna lewini",146.75,-16.25
"685","Sphyrna lewini",147.25,-15.75
"686","Sphyrna lewini",146.1349,-17.9899
"687","Sphyrna lewini",-73.1206,38.8869
"688","Sphyrna lewini",146.111,-18.0005
"689","Sphyrna lewini",-72.3067,39.2366
"690","Sphyrna lewini",-80.0299987793,32.5719985962
"691","Sphyrna lewini",113.8,-22.125
"692","Sphyrna lewini",-72.1691,39.1756
"693","Sphyrna lewini",146.0909,-18.0007
"694","Sphyrna lewini",-72.3887,40.096
"695","Sphyrna lewini",113.65,-22.15
"696","Sphyrna lewini",146.1439,-17.8881
"697","Sphyrna lewini",-74.6583366394,35.6916656494
"698","Sphyrna lewini",-80.0260009766,32.5730018616
"699","Sphyrna lewini",153.29833,-30.62833
"700","Sphyrna lewini",146.0978,-17.9404
"701","Sphyrna lewini",147.62034,-3.73455
"702","Sphyrna lewini",145.442,-14.6846
"703","Sphyrna lewini",146.1105,-17.962
"704","Sphyrna lewini",113.975,-21.875
"705","Sphyrna lewini",146.118,-17.9978
"706","Sphyrna lewini",146.94171,-3.0048
"707","Sphyrna lewini",-162.064242,5.898855
"708","Sphyrna lewini",146.7808,-19.1855
"709","Sphyrna lewini",-73.4205,39.9773
"710","Sphyrna lewini",146.375,-17.95
"711","Sphyrna lewini",160.75,-27.75
"712","Sphyrna lewini",-71.7763,40.0612
"713","Sphyrna lewini",-71.8976,39.7357
"714","Sphyrna lewini",146.12,-17.8872
"715","Sphyrna lewini",-71.8727,40.3309
"716","Sphyrna lewini",146.1899,-17.9839
"717","Sphyrna lewini",-76.1499977112,34.0750007629
"718","Sphyrna lewini",146.126,-18.0068
"719","Sphyrna lewini",111.75,-30.75
"720","Sphyrna lewini",146.104,-17.9564
"721","Sphyrna lewini",153.68333,-28.01667
"722","Sphyrna lewini",-81.3949966431,30.6770000458
"723","Sphyrna lewini",-76.2375,34.3679
"724","Sphyrna lewini",-71.8003,40.1281
"725","Sphyrna lewini",144.1,-8.68333
"726","Sphyrna lewini",-74.6833343506,35.6833343506
"727","Sphyrna lewini",-76.6166687012,33.1333332062
"728","Sphyrna lewini",146.1774,-17.8795
"729","Sphyrna lewini",151.75,-34.75
"730","Sphyrna lewini",178.5342333,-18.1612667
"731","Sphyrna lewini",-77.5750007629,32.7583332062
"732","Sphyrna lewini",-79.7689971924,32.7070007324
"733","Sphyrna lewini",146.7346,-19.1407
"734","Sphyrna lewini",-79.0916671753,31.4416666031
"735","Sphyrna lewini",150.25,-35.75
"736","Sphyrna lewini",146.1481,-17.9916
"737","Sphyrna lewini",-71.8905,40.0554
"738","Sphyrna lewini",146.25,-16.25
"739","Sphyrna lewini",146.1304,-17.9827
"740","Sphyrna lewini",146.896,-19.2431
"741","Sphyrna lewini",146.1476,-18.0162
"742","Sphyrna lewini",154.75,-27.75
"743","Sphyrna lewini",145.74348,-8.0644
"744","Sphyrna lewini",148.74997,-20.49594
"745","Sphyrna lewini",111.25,-29.25
"746","Sphyrna lewini",150.05437,-1.9936
"747","Sphyrna lewini",146.12165,-8.25907
"748","Sphyrna lewini",146.2006,-8.32507
"749","Sphyrna lewini",153.75,-27.25
"750","Sphyrna lewini",-72.0297,39.7686
"751","Sphyrna lewini",-79.4666671753,27.875
"752","Sphyrna lewini",146.1237,-17.9948
"753","Sphyrna lewini",126.25,-33.25
"754","Sphyrna lewini",121.900001526,24.9400005341
"755","Sphyrna lewini",-80.7559967041,31.9710006714
"756","Sphyrna lewini",145.63117,-8.051
"757","Sphyrna lewini",153.33467,-29.881
"758","Sphyrna lewini",151.42847,-22.49378
"759","Sphyrna lewini",148.25,-17.75
"760","Sphyrna lewini",146.1377,-17.9188
"761","Sphyrna lewini",-71.9072,40.0981
"762","Sphyrna lewini",146.0999,-17.947
"763","Sphyrna lewini",-71.5498,40.7684
"764","Sphyrna lewini",146.01667,-8.18333
"765","Sphyrna lewini",-162.1629813,5.87385485
"766","Sphyrna lewini",146.102,-18.0053
"767","Sphyrna lewini",111.25,-25.75
"768","Sphyrna lewini",146.0767,-17.987
"769","Sphyrna lewini",146.1571,-17.9601
"770","Sphyrna lewini",146.1008,-18.027
"771","Sphyrna lewini",113.25,-34.25
"772","Sphyrna lewini",126.75,-33.25
"773","Sphyrna lewini",145.71953,-2.02991
"774","Sphyrna lewini",145.71005,-8.06408
"775","Sphyrna lewini",119.25,-35.25
"776","Sphyrna lewini",144.75,-13.75
"777","Sphyrna lewini",146.2304,-17.9469
"778","Sphyrna lewini",-159.990866,-0.38219
"779","Sphyrna lewini",154.25,-25.25
"780","Sphyrna lewini",145.485,-8.99028
"781","Sphyrna lewini",148.73482,-20.51484
"782","Sphyrna lewini",-81.3799972534,30.2759990692
"783","Sphyrna lewini",127.0993,-11.8916
"784","Sphyrna lewini",146.1124,-17.9706
"785","Sphyrna lewini",-162.1342492,5.86793454
"786","Sphyrna lewini",150.75,-37.75
"787","Sphyrna lewini",-80.8290023804,28.9479999542
"788","Sphyrna lewini",-71.8559,40.2906
"789","Sphyrna lewini",-71.8382,40.2378
"790","Sphyrna lewini",155.25,-22.25
"791","Sphyrna lewini",-73.3218,40.0376
"792","Sphyrna lewini",111.25,-30.25
"793","Sphyrna lewini",146.7733,-19.1548
"794","Sphyrna lewini",113.75,-32.75
"795","Sphyrna lewini",146.25,-15.75
"796","Sphyrna lewini",147.37561,-19.3492
"797","Sphyrna lewini",146.0936,-17.9909
"798","Sphyrna lewini",-81.1610031128,31.3789997101
"799","Sphyrna lewini",156.75,-27.75
"800","Sphyrna lewini",146.1421,-17.9946
"801","Sphyrna lewini",154.75,-21.75
"802","Sphyrna lewini",145.725,-8.04867
"803","Sphyrna lewini",157.25,-25.25
"804","Sphyrna lewini",146.1072,-18.0144
"805","Sphyrna lewini",146.1064,-18.0051
"806","Sphyrna lewini",-71.6759,40.1155
"807","Sphyrna lewini",146.75,-16.75
"808","Sphyrna lewini",114.75,-32.25
"809","Sphyrna lewini",118.642,4.15296
"810","Sphyrna lewini",150.75,-35.75
"811","Sphyrna lewini",153.75,-28.25
"812","Sphyrna lewini",113.7,-22.2
"813","Sphyrna lewini",-79.125,31.2083330154
"814","Sphyrna lewini",110.75,-32.75
"815","Sphyrna lewini",146.1014,-17.9908
"816","Sphyrna lewini",146.7935,-19.1866
"817","Sphyrna lewini",-81.3939971924,30.6660003662
"818","Sphyrna lewini",150.75,-36.25
"819","Sphyrna lewini",158.25,-26.25
"820","Sphyrna lewini",114.175,-22.1
"821","Sphyrna lewini",146.1593,-17.9581
"822","Sphyrna lewini",157.75,-27.75
"823","Sphyrna lewini",146.13,-17.9738
"824","Sphyrna lewini",145.48431,-15.33581
"825","Sphyrna lewini",115.25,-19.25
"826","Sphyrna lewini",146.1285,-17.9855
"827","Sphyrna lewini",114.325,-22.025
"828","Sphyrna lewini",111.75,-31.25
"829","Sphyrna lewini",149.87752,-2.29842
"830","Sphyrna lewini",156.25,-24.75
"831","Sphyrna lewini",146.75,-17.25
"832","Sphyrna lewini",109.75,-24.25
"833","Sphyrna lewini",145.75487,-8.0328
"834","Sphyrna lewini",156.75,-27.25
"835","Sphyrna lewini",-162.1560285,5.88652066
"836","Sphyrna lewini",146.193,-17.8575
"837","Sphyrna lewini",-76.7583351135,33.4500007629
"838","Sphyrna lewini",146.20332,-8.34867
"839","Sphyrna lewini",146.2088,-8.33737
"840","Sphyrna lewini",113.25,-30.25
"841","Sphyrna lewini",146.7802,-19.1486
"842","Sphyrna lewini",-74.7999992371,35.8250007629
"843","Sphyrna lewini",-91.8201,1.38342
"844","Sphyrna lewini",111.25,-27.25
"845","Sphyrna lewini",151.75,-34.25
"846","Sphyrna lewini",-82.1828611,5.00945
"847","Sphyrna lewini",113.25,-31.75
"848","Sphyrna lewini",-89.0333328247,28.7083330154
"849","Sphyrna lewini",111.75,-24.75
"850","Sphyrna lewini",-159.972047,-0.375813
"851","Sphyrna lewini",-71.8383,40.2379
"852","Sphyrna lewini",-81.4140014648,30.763999939
"853","Sphyrna lewini",117.25,-35.75
"854","Sphyrna lewini",112.75,-22.25
"855","Sphyrna lewini",155.75,-24.75
"856","Sphyrna lewini",-81.2539978027,29.8360004425
"857","Sphyrna lewini",113.25,-33.75
"858","Sphyrna lewini",145.76552,-8.0358
"859","Sphyrna lewini",-72.0751,39.8874
"860","Sphyrna lewini",135.25,-35.75
"861","Sphyrna lewini",146.75,-14.25
"862","Sphyrna lewini",114.25,-32.25
"863","Sphyrna lewini",153.119,-30.84667
"864","Sphyrna lewini",113.625,-22.125
"865","Sphyrna lewini",-81.4390029907,30.7520008087
"866","Sphyrna lewini",-71.8257,40.2094
"867","Sphyrna lewini",146.15251,-18.24154
"868","Sphyrna lewini",146.1342,-17.972
"869","Sphyrna lewini",-81.3939971924,30.6790008545
"870","Sphyrna lewini",113.75,-30.25
"871","Sphyrna lewini",147.43657,-19.08538
"872","Sphyrna lewini",-71.8702,40.6588
"873","Sphyrna lewini",-79.0166664124,32.0416660309
"874","Sphyrna lewini",146.8159,-19.1784
"875","Sphyrna lewini",156.75,-23.75
"876","Sphyrna lewini",111.75,-30.25
"877","Sphyrna lewini",162.75,-28.25
"878","Sphyrna lewini",-166.213012695,23.7909908295
"879","Sphyrna lewini",154.25,-21.75
"880","Sphyrna lewini",146.0914,-17.9932
"881","Sphyrna lewini",150.25,-37.75
"882","Sphyrna lewini",146.1187,-18.0159
"883","Sphyrna lewini",146.084,-17.9459
"884","Sphyrna lewini",145.9915,-8.1375
"885","Sphyrna lewini",114.25,-32.75
"886","Sphyrna lewini",-77.875,32.5833320618
"887","Sphyrna lewini",146.1189,-17.845
"888","Sphyrna lewini",-112.51,28.7794
"889","Sphyrna lewini",146.452,-17.99366
"890","Sphyrna lewini",116.583,-8.75
"891","Sphyrna lewini",-76.4181,34.3832
"892","Sphyrna lewini",-75.4366,35.1277
"893","Sphyrna lewini",146.1475,-17.9825
"894","Sphyrna lewini",146.1167,-18.0044
"895","Sphyrna lewini",150.08573,-2.10127
"896","Sphyrna lewini",146.1038,-18.029
"897","Sphyrna lewini",150.87728,-22.82403
"898","Sphyrna lewini",147.18033,-19.1655
"899","Sphyrna lewini",146.1112,-18.0055
"900","Sphyrna lewini",111.25,-26.75
"901","Sphyrna lewini",151.25,-35.75
"902","Sphyrna lewini",-73.0628,39.4583
"903","Sphyrna lewini",-71.7706,40.7094
"904","Sphyrna lewini",-79.9249992371,25.9916667938
"905","Sphyrna lewini",-81.3929977417,30.6650009155
"906","Sphyrna lewini",146.4,-18.1
"907","Sphyrna lewini",-74.7749977112,35.75
"908","Sphyrna lewini",147.3744,-19.32385
"909","Sphyrna lewini",155.75,-26.75
"910","Sphyrna lewini",146.1205,-17.8921
"911","Sphyrna lewini",-83.3833351135,24.3249998093
"912","Sphyrna lewini",153.366,-27.516
"913","Sphyrna lewini",-176.620697021,0.804409980774
"914","Sphyrna lewini",44.216667,-20.383333
"915","Sphyrna lewini",154.25,-26.75
"916","Sphyrna lewini",-72.0249977112,39.3166656494
"917","Sphyrna lewini",114,-21.875
"918","Sphyrna lewini",153.97261,-9.21694
"919","Sphyrna lewini",120.39,24.83
"920","Sphyrna lewini",-71.8002,40.1281
"921","Sphyrna lewini",127.25,-33.25
"922","Sphyrna lewini",146.1302,-17.9887
"923","Sphyrna lewini",146.1062,-17.963
"924","Sphyrna lewini",146.806,-19.2245
"925","Sphyrna lewini",145.752,-8.05033
"926","Sphyrna lewini",111.25,-26.25
"927","Sphyrna lewini",-159.9924487,-0.36258294
"928","Sphyrna lewini",146.1,-17.9446
"929","Sphyrna lewini",-71.8198,40.1932
"930","Sphyrna lewini",-77.0249977112,33.2749996185
"931","Sphyrna lewini",153.13305,-4.6899
"932","Sphyrna lewini",112.25,-32.75
"933","Sphyrna lewini",111.75,-32.25
"934","Sphyrna lewini",-79.2833328247,31.3083333969
"935","Sphyrna lewini",146.1724,-17.8618
"936","Sphyrna lewini",111.75,-31.75
"937","Sphyrna lewini",146.13,-17.9603
"938","Sphyrna lewini",111.25,-24.75
"939","Sphyrna lewini",-79.8059997559,32.7099990845
"940","Sphyrna lewini",134.75,-35.75
"941","Sphyrna lewini",157.25,-31.75
"942","Sphyrna lewini",153.25,-30.75
"943","Sphyrna lewini",146.1414,-18.001
"944","Sphyrna lewini",146.125,-18.1
"945","Sphyrna lewini",146.7517,-19.1959
"946","Sphyrna lewini",118.25,-35.25
"947","Sphyrna lewini",178.5353833,-18.16275
"948","Sphyrna lewini",146.141,-17.8419
"949","Sphyrna lewini",-72.312,39.2381
"950","Sphyrna lewini",152.75,-32.75
"951","Sphyrna lewini",-72.6849,39.6223
"952","Sphyrna lewini",146.1087,-18.0253
"953","Sphyrna lewini",146.1543,-17.8542
"954","Sphyrna lewini",-78.9666671753,31.9083337784
"955","Sphyrna lewini",146.0934,-18.0074
"956","Sphyrna lewini",113.75,-20.75
"957","Sphyrna lewini",153.2,-30.56667
"958","Sphyrna lewini",-72.8237,39.3538
"959","Sphyrna lewini",153.75,-32.25
"960","Sphyrna lewini",-76.5416679382,33.4416675568
"961","Sphyrna lewini",154.25,-25.75
"962","Sphyrna lewini",146.0804,-17.955
"963","Sphyrna lewini",149.46486,-1.73403
"964","Sphyrna lewini",146.7807,-19.1922
"965","Sphyrna lewini",-71.8388,40.2395
"966","Sphyrna lewini",146.22013,-1.88733
"967","Sphyrna lewini",152.25,-34.75
"968","Sphyrna lewini",161.25,-28.25
"969","Sphyrna lewini",-72.0195,40.0668
"970","Sphyrna lewini",154.75,-20.75
"971","Sphyrna lewini",146.19639,-8.33861
"972","Sphyrna lewini",146.1216,-17.9034
"973","Sphyrna lewini",147.40996,-19.37015
"974","Sphyrna lewini",127.4202,-12.2002
"975","Sphyrna lewini",-71.6711,40.1011
"976","Sphyrna lewini",-72.9846,39.1449
"977","Sphyrna lewini",112.75,-23.25
"978","Sphyrna lewini",146.1304,-17.9277
"979","Sphyrna lewini",120.25,-34.25
"980","Sphyrna lewini",-71.7102,39.8786
"981","Sphyrna lewini",-162.0006537,5.8749973
"982","Sphyrna lewini",155.25,-25.25
"983","Sphyrna lewini",-81.233001709,31.2290000916
"984","Sphyrna lewini",-72.0499992371,39.4833335876
"985","Sphyrna lewini",146.0934,-18.0355
"986","Sphyrna lewini",-73.3158,39.4018
"987","Sphyrna lewini",-81.2559967041,29.8220005035
"988","Sphyrna lewini",144.1,-8.66667
"989","Sphyrna lewini",144.59,-8.03361
"990","Sphyrna lewini",-72.129,40.7082
"991","Sphyrna lewini",146.20117,-8.31598
"992","Sphyrna lewini",151.25,-18.75
"993","Sphyrna lewini",114.275,-22.1
"994","Sphyrna lewini",-71.8384,40.2379
"995","Sphyrna lewini",-81.3799972534,30.2770004272
"996","Sphyrna lewini",146.1278,-17.9893
"997","Sphyrna lewini",-77.9319992065,33.8530006409
"998","Sphyrna lewini",146.1217,-17.9636
"999","Sphyrna lewini",118.25,-35.75
"1000","Sphyrna lewini",-71.6523,40.0523
"1001","Sphyrna lewini",-71.8738,40.6749
"1002","Sphyrna lewini",154.75,-28.25
"1003","Sphyrna lewini",150.47648,-2.85958
"1004","Sphyrna lewini",158.25,-30.75
"1005","Sphyrna lewini",119.33616,-17.38816
"1006","Sphyrna lewini",113.625,-22.525
"1007","Sphyrna lewini",114.3,-22.125
"1008","Sphyrna lewini",153.5145,-29.96483
"1009","Sphyrna lewini",-72.0302,40.7643
"1010","Sphyrna lewini",146.1021,-17.9508
"1011","Sphyrna lewini",-74.7416687012,35.9416675568
"1012","Sphyrna lewini",113.75,-22.25
"1013","Sphyrna lewini",146.1185,-17.9398
"1014","Sphyrna lewini",146.1082,-17.8556
"1015","Sphyrna lewini",-73.4487,40.0606
"1016","Sphyrna lewini",146.1547,-18.0175
"1017","Sphyrna lewini",154.25,-21.25
"1018","Sphyrna lewini",146.1467,-17.9852
"1019","Sphyrna lewini",-86.865,30.3778
"1020","Sphyrna lewini",157.25,-24.75
"1021","Sphyrna lewini",146.1538,-17.9951
"1022","Sphyrna lewini",-162.0013542,5.87554959
"1023","Sphyrna lewini",115.25,-35.25
"1024","Sphyrna lewini",112.75,-28.75
"1025","Sphyrna lewini",111.75,-28.75
"1026","Sphyrna lewini",-72.071,40.5421
"1027","Sphyrna lewini",111.75,-22.75
"1028","Sphyrna lewini",-74.5916671753,35.8000011444
"1029","Sphyrna lewini",-71.7952,40.1182
"1030","Sphyrna lewini",-90.1419,-0.56775
"1031","Sphyrna lewini",-81.4199981689,30.7539997101
"1032","Sphyrna lewini",146.13,-17.9646
"1033","Sphyrna lewini",146.2056,-18.027
"1034","Sphyrna lewini",-72.0452,40.1531
"1035","Sphyrna lewini",-79.4619979858,32.9140014648
"1036","Sphyrna lewini",-74.4000015259,37.4166660309
"1037","Sphyrna lewini",146.1194,-17.9802
"1038","Sphyrna lewini",145.76432,-8.04467
"1039","Sphyrna lewini",79.7666666666667,11.4
"1040","Sphyrna lewini",114.91678,-21.29228
"1041","Sphyrna lewini",153.00021,-4.73474
"1042","Sphyrna lewini",153.25,-19.75
"1043","Sphyrna lewini",-89.8416671753,28.2833328247
"1044","Sphyrna lewini",146.7805,-19.198
"1045","Sphyrna lewini",-73.1167,38.8608
"1046","Sphyrna lewini",151.75,-36.75
"1047","Sphyrna lewini",146.1318,-18.0009
"1048","Sphyrna lewini",146.7903,-19.1535
"1049","Sphyrna lewini",146.7922,-19.1885
"1050","Sphyrna lewini",145.62611,-1.12151
"1051","Sphyrna lewini",150.74357,-2.36985
"1052","Sphyrna lewini",146.6838,-19.147
"1053","Sphyrna lewini",146.7921,-19.1413
"1054","Sphyrna lewini",111.75,-25.25
"1055","Sphyrna lewini",114.75,-34.75
"1056","Sphyrna lewini",-79.5970001221,32.8470001221
"1057","Sphyrna lewini",155.75,-23.25
"1058","Sphyrna lewini",-71.8913,40.0546
"1059","Sphyrna lewini",145.7153,-8.04123
"1060","Sphyrna lewini",146.1035,-17.9776
"1061","Sphyrna lewini",146.1348,-17.8506
"1062","Sphyrna lewini",-75.1549,35.2351
"1063","Sphyrna lewini",146.1281,-17.991
"1064","Sphyrna lewini",-74.7250022888,35.875
"1065","Sphyrna lewini",146.1492,-17.9741
"1066","Sphyrna lewini",146.7954,-19.1509
"1067","Sphyrna lewini",146.1486,-17.9138
"1068","Sphyrna lewini",-81.3799972534,30.2779998779
"1069","Sphyrna lewini",-71.5764,40.8357
"1070","Sphyrna lewini",-73.023,38.9281
"1071","Sphyrna lewini",125.75,-33.25
"1072","Sphyrna lewini",146.0884,-17.9724
"1073","Sphyrna lewini",148.24852,-3.33324
"1074","Sphyrna lewini",153.25,-33.25
"1075","Sphyrna lewini",146.1259,-17.9229
"1076","Sphyrna lewini",55.45,-4.766666
"1077","Sphyrna lewini",-72.4027,39.8267
"1078","Sphyrna lewini",155.25,-23.25
"1079","Sphyrna lewini",-90.143,-0.56699
"1080","Sphyrna lewini",-71.8833351135,39.4083328247
"1081","Sphyrna lewini",147.41624,-19.3528
"1082","Sphyrna lewini",-72.0519,40.5035
"1083","Sphyrna lewini",147.75,-39.25
"1084","Sphyrna lewini",146.1103,-18.0052
"1085","Sphyrna lewini",146.1202,-17.8824
"1086","Sphyrna lewini",114.81693,-21.40189
"1087","Sphyrna lewini",130.25,-33.25
"1088","Sphyrna lewini",-74.6000022888,35.625
"1089","Sphyrna lewini",146.1043,-18.0348
"1090","Sphyrna lewini",145.635,-8.09361
"1091","Sphyrna lewini",108.25,-27.25
"1092","Sphyrna lewini",-71.8192,40.5098
"1093","Sphyrna lewini",112.75,-32.75
"1094","Sphyrna lewini",144.60861,-8.0275
"1095","Sphyrna lewini",151.75,-35.75
"1096","Sphyrna lewini",146.75,-15.75
"1097","Sphyrna lewini",153.505,-29.55833
"1098","Sphyrna lewini",146.1388,-17.8454
"1099","Sphyrna lewini",154.42859,-5.83088
"1100","Sphyrna lewini",146.143,-17.9705
"1101","Sphyrna lewini",-71.935,39.8391
"1102","Sphyrna lewini",146.1272,-17.9507
"1103","Sphyrna lewini",-81.4250030518,30.7649993896
"1104","Sphyrna lewini",114.25,-22.125
"1105","Sphyrna lewini",113.25,-32.75
"1106","Sphyrna lewini",146.1096,-18.0005
"1107","Sphyrna lewini",111.25,-23.75
"1108","Sphyrna lewini",-71.2902,40.2631
"1109","Sphyrna lewini",146.1478,-17.9803
"1110","Sphyrna lewini",143.81869,-1.81097
"1111","Sphyrna lewini",-73.1798,40.1068
"1112","Sphyrna lewini",109.75,-25.75
"1113","Sphyrna lewini",-73.2753,40.3767
"1114","Sphyrna lewini",145.74153,-8.04353
"1115","Sphyrna lewini",114.9752,-33.67377
"1116","Sphyrna lewini",-74.7166633606,35.6083335876
"1117","Sphyrna lewini",146.1475,-17.9826
"1118","Sphyrna lewini",148.84003,-1.44582
"1119","Sphyrna lewini",-79.8840026855,32.6329994202
"1120","Sphyrna lewini",149.75,-37.75
"1121","Sphyrna lewini",-78.0660018921,33.8660011292
"1122","Sphyrna lewini",-72.6044,40.353
"1123","Sphyrna lewini",154.25,-24.75
"1124","Sphyrna lewini",-79.2679977417,33.0579986572
"1125","Sphyrna lewini",-74.7416687012,35.7416667938
"1126","Sphyrna lewini",146.756,-19.1347
"1127","Sphyrna lewini",146.8762,-19.161
"1128","Sphyrna lewini",-72.2406,39.3767
"1129","Sphyrna lewini",146.1053,-17.9128
"1130","Sphyrna lewini",-73.1923,39.0733
"1131","Sphyrna lewini",-83.03769,24.61323
"1132","Sphyrna lewini",-71.8003,40.1282
"1133","Sphyrna lewini",146.1133,-17.9971
"1134","Sphyrna lewini",35.8333,24.95
"1135","Sphyrna lewini",146.15169,-18.2446
"1136","Sphyrna lewini",146.15004,-18.24432
"1137","Sphyrna lewini",122.99266,-12.18633
"1138","Sphyrna lewini",-159.9761676,-0.3699135
"1139","Sphyrna lewini",157.25,-28.25
"1140","Sphyrna lewini",146.7895,-19.1551
"1141","Sphyrna lewini",-73.4708,40.1173
"1142","Sphyrna lewini",152.05421,-2.32074
"1143","Sphyrna lewini",146.1056,-17.9129
"1144","Sphyrna lewini",146.85104,-2.96287
"1145","Sphyrna lewini",146.1153,-17.9793
"1146","Sphyrna lewini",146.135,-17.9676
"1147","Sphyrna lewini",114.75,-35.25
"1148","Sphyrna lewini",157.75,-25.25
"1149","Sphyrna lewini",-81.3830032349,30.2929992676
"1150","Sphyrna lewini",-71.7975,40.7878
"1151","Sphyrna lewini",159.25,-28.75
"1152","Sphyrna lewini",154.25,-23.75
"1153","Sphyrna lewini",-74.6666679382,35.6499996185
"1154","Sphyrna lewini",-81.4209976196,30.7530002594
"1155","Sphyrna lewini",146.7912,-19.1766
"1156","Sphyrna lewini",-82.77185,24.70252
"1157","Sphyrna lewini",113.9,-21.95
"1158","Sphyrna lewini",146.1011,-17.9678
"1159","Sphyrna lewini",153.367,-27.5167
"1160","Sphyrna lewini",146.182,-17.873
"1161","Sphyrna lewini",-89.52,-0.77673
"1162","Sphyrna lewini",146.7753,-19.1913
"1163","Sphyrna lewini",-78.8916664124,32.6333322525
"1164","Sphyrna lewini",-71.7074,39.8678
"1165","Sphyrna lewini",-91.7166633606,27.625
"1166","Sphyrna lewini",-79.5416679382,28.3666667938
"1167","Sphyrna lewini",-77.8583335876,32.6083335876
"1168","Sphyrna lewini",146.1478,-17.9614
"1169","Sphyrna lewini",121.7012,-13.5185
"1170","Sphyrna lewini",146.1057,-17.9552
